num_epochs,accuracy,file_name
8,0.9854,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=74_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=74_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.0946,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=74_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.0958,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=74_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
14,0.9848,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=74_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=74_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.0958,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=74_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.099,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=74_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9788,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.8938,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.922,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9204,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9822,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.8702,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9234,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
18,0.9548,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=5_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.984,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=7_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
17,0.97,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=7_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
19,0.9528,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=7_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
20,0.942,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=7_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.983,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=9_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9598,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9476,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
25,0.9626,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9826,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
17,0.973,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
21,0.9542,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.9076,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9868,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
15,0.979,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
27,0.9624,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
20,0.956,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=82_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9864,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9674,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9662,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9902,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.94,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.207,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=5_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9898,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=7_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=7_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.546,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=7_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9278,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=7_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9898,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=9_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.968,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9532,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.991,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9734,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.972,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9878,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.0958,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9794,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9656,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=82_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9906,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9186,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9658,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9908,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.369,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.959,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=5_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9908,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=7_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=7_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9664,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=7_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.9696,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=7_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9862,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=9_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9626,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.967,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9836,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9612,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9748,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9864,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.0976,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.1002,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=82_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9874,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9628,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9662,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9926,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9758,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.9744,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=5_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9892,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=7_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=7_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.965,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=7_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.975,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=7_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9816,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=9_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9608,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9462,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9876,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9682,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9646,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.0868,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.0924,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=82_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.988,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=82_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=82_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.8778,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=82_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9662,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=82_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
14,0.9894,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=82_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=82_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.97,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=82_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
