num_epochs,accuracy,file_name
15,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9736,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.9712,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
15,0.9848,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.9602,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9784,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
16,0.9896,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.099,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9748,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=26_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9886,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9764,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9802,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9896,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.9738,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9664,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=5_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.989,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=7_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=7_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.978,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=7_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.979,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=7_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.9896,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=9_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.961,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.9794,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
13,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9758,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.0868,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
14,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.0958,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9726,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=9_width=null_filter=26_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.98,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9128,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9254,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9246,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.9858,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.907,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
19,0.9468,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
23,0.9534,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=5_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.984,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=7_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
19,0.9752,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=7_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
15,0.9526,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=7_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
24,0.9656,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=7_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.983,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=9_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
20,0.98,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
22,0.9586,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
13,0.9622,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9848,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
19,0.9806,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
18,0.953,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
22,0.9592,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.985,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
13,0.9838,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
16,0.9542,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
17,0.9678,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=1_width=null_filter=34_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9888,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9734,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.975,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9884,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.968,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.974,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=5_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.9914,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=7_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=7_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9626,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=7_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9606,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=7_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9888,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=9_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.864,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.7078,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9886,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
13,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.5664,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.7492,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.988,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1652,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.976,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=3_width=null_filter=34_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9898,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9716,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.976,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
9,0.99,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=5_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=5_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.867,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=5_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.958,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=5_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9894,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=7_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=7_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.847,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=7_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9482,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=7_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.989,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=9_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=9_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.9768,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=9_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9738,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=9_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
10,0.989,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=11_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
12,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=11_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
4,0.9738,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=11_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
11,0.9662,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=11_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.9852,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=13_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=13_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.0958,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=13_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
5,0.0932,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=5_width=null_filter=34_kernel=13_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
6,0.9896,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=34_kernel=3_epochs=100_activationFunction=ada_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.1126,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=34_kernel=3_epochs=100_activationFunction=sigmoid_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
7,0.9792,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=34_kernel=3_epochs=100_activationFunction=arctan_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
8,0.9806,output/models/dataset=mnist_nn_architecture=only_cnn_pooling=None_detph=7_width=null_filter=34_kernel=3_epochs=100_activationFunction=tanh_stride=1_bias=True_initializer=glorot_uniform_regualizer=None_batchNormalization=False_temperature=1_batchSize=128
